transaction_date,item_code,item_name,category_name,sold_kg,returned_kg,return_rate_pct,avg_return_price
2022-08-17,102900011007471,Foreign Garland Chrysanthemum ,Aquatic Tuberous Vegetables,1.351,,0.0,
2022-08-17,102900005116639,Ginger And Xiaomijiao Mix (Small Bag),Capsicum,3.184,,-2.35,
2022-08-17,102900011016701,Chinese Cabbage,Capsicum,0.673,,0.0,
2022-08-17,102900005118817,Millet Pepper (Bag),Capsicum,0.849,,0.0,
2022-08-17,102900005115786,Green Hang Pepper (Bag),Flower/Leaf Vegetables,4.364,,0.0,
2022-08-16,102900005115908,Muercai,Capsicum,4.223,,0.0,
2022-08-18,102900011008164,The White Mushroom (Bag),Capsicum,3.990,,0.0,
2022-08-18,102900011021842,Foreign Garland Chrysanthemum ,Flower/Leaf Vegetables,22.000,,0.0,
2022-08-18,102900005115984,Chuncai,Flower/Leaf Vegetables,0.921,,0.0,
2022-08-18,102900011009246,Naibaicai,Flower/Leaf Vegetables,0.227,,0.0,
2022-08-18,102900005118572,Luosi Pepper (Bag),Cabbage,4.327,,0.0,
2022-08-18,102900005125808,Xiaoqingcai (1),Capsicum,1.414,,0.0,
2022-08-18,102900005116837,Net Lotus Root (1),Solanum,0.229,,0.0,
2022-08-18,102900005116943,High Melon (1),Edible Mushroom,0.430,,0.0,
2022-08-19,102900005116639,Perilla,Capsicum,2.219,,0.0,
2022-08-19,102900005118817,Perilla,Flower/Leaf Vegetables,43.679,,0.0,
2022-08-19,102900011009444,Machixian,Flower/Leaf Vegetables,1.044,,0.0,
2022-08-19,102900005115908,Foreign Garland Chrysanthemum ,Solanum,0.420,,0.0,
2022-08-20,102900051000463,Net Lotus Root (1),Edible Mushroom,8.637,,0.0,
2022-08-20,102900005115885,Yunnan Lettuce (Bag),Solanum,0.349,,0.0,
2022-08-20,102900005118831,Yuxingcao ,Flower/Leaf Vegetables,8.000,,0.0,
2022-08-20,102900005115762,Yunnan Leaf Lettuce (Bag),Edible Mushroom,2.081,,0.0,
2022-08-21,106949711300068,Xixia Black Mushroom (2),Flower/Leaf Vegetables,11.022,,0.0,
2022-08-21,102900005115854,Bell Pepper (2),Solanum,16.766,,0.0,
2022-08-21,102900005125815,Amaranth,Edible Mushroom,0.486,,0.0,
2022-08-22,102900005116790,Zhuyecai,Edible Mushroom,24.347,,0.0,
2022-08-22,102900011001806,Net Lotus Root (1),Aquatic Tuberous Vegetables,8.350,,0.0,
2022-08-22,102900005118572,Ping Mushroom,Flower/Leaf Vegetables,9.000,,0.0,
2022-08-22,102900051000463,Shanghaiqing,Edible Mushroom,9.398,,0.0,
2022-08-22,102900011008164,Green Line Pepper,Edible Mushroom,22.896,,0.0,
2022-08-21,102900005116790,Ping Mushroom,Edible Mushroom,2.480,,0.0,
2022-08-23,102900011009970,Green Hot Peppers (Bag),Capsicum,0.452,,0.0,
2022-08-23,102900005119975,Chinese Cabbage,Flower/Leaf Vegetables,2.785,,0.0,
2022-08-23,102900005115779,Zhuyecai,Flower/Leaf Vegetables,0.282,,0.0,
2022-08-23,102900005125815,Green Hot Peppers (Bag),Flower/Leaf Vegetables,0.267,,0.0,
2022-08-23,102900005115885,Yunnan Lettuce (Bag),Flower/Leaf Vegetables,6.000,,0.0,
2022-08-23,102900005116790,Yunnan Leaf Lettuce (Bag),Edible Mushroom,29.729,,0.0,
2022-08-24,102900005116509,Ginger And Xiaomijiao Mix (Small Bag),Flower/Leaf Vegetables,13.018,,0.0,
2022-08-24,102900005118831,Apricot Bao Mushroom (2),Capsicum,2.761,,0.0,
2022-08-24,102900051009336,Hongshujian (Bag),Capsicum,2.336,,0.0,
2022-08-25,102900011016701,Green Line Pepper,Aquatic Tuberous Vegetables,7.000,,0.0,
2022-08-25,102900051009336,Round Eggplant (2),Edible Mushroom,3.832,,0.0,
2022-08-25,102900005115854,Shanghai Green (Bag),Solanum,0.144,,0.0,
2022-08-25,102900011009444,Millet Pepper (Bag),Edible Mushroom,1.862,,0.0,
2022-08-25,102900005115762,Needle Mushroom (Bag) (2),Capsicum,16.000,,0.0,
2022-08-25,102900005116257,Huangxincai (2),Edible Mushroom,1.979,,0.0,
2022-08-26,102900005115823,Chinese Cabbage,Capsicum,12.000,,0.0,
2022-08-26,102900011016701,Cabbage Stem (Bag),Capsicum,3.997,,-2.09,
2022-08-26,102900051000463,Fruit Pepper (Bag),Edible Mushroom,1.466,,0.0,
2022-08-26,106930274220092,Green Hang Pepper (Bag),Flower/Leaf Vegetables,3.529,,0.0,
2022-08-26,102900005115908,Yunnan Leaf Lettuce (Bag),Edible Mushroom,2.127,,0.0,
2022-08-26,102900005116257,Ginger And Xiaomijiao Mix (Small Bag),Capsicum,2.623,,0.0,
2022-08-27,106930274220092,Zhuyecai (Bag),Capsicum,3.166,,0.0,
2022-08-27,102900051004294,Shanghaiqing,Edible Mushroom,4.246,,0.0,
2022-08-27,102900011012994,Xiaoqingcai (Bag),Edible Mushroom,0.487,,0.0,
2022-08-27,106958851400125,Amaranth (Bag),Capsicum,17.000,,0.0,
2022-08-27,102900005115854,Cabbage Stem (Bag),Capsicum,5.256,,0.0,
2022-08-27,102900005116714,Yuxingcao ,Edible Mushroom,46.236,,0.0,
2022-08-27,102900005116233,Fresh Sea (2),Capsicum,5.341,,0.0,
2022-08-26,102900011022030,Haixian Mushroom (Bag) (3),Edible Mushroom,6.067,,0.0,
2022-08-26,102900051009336,Yunnan Leaf Lettuce (Bag),Aquatic Tuberous Vegetables,0.295,,0.0,
2022-08-28,102900011002414,Radish Leaves,Edible Mushroom,12.020,,0.0,
2022-08-28,102900005115786,High Melon (2),Capsicum,0.584,,0.0,
2022-08-28,102900005115908,Needle Mushroom (Bag) (2),Capsicum,15.056,,0.0,
2022-08-28,102900005116547,Qinggengsanhua,Solanum,2.620,,0.0,
2022-08-28,102900005118572,Purple Cabbage (2),Flower/Leaf Vegetables,31.338,,0.0,
2022-08-28,102900005116547,Xixia Black Mushroom (2),Capsicum,0.940,,0.0,
2022-08-29,102900005115199,Amaranth (Bag),Aquatic Tuberous Vegetables,0.973,,0.0,
2022-08-29,106958851400125,Jigu (2),Capsicum,11.965,,0.0,
2022-08-29,102900011009246,Hongshujian,Flower/Leaf Vegetables,1.558,,0.0,
2022-08-29,102900005115908,Green Eggplant (1),Flower/Leaf Vegetables,9.291,,0.0,
2022-08-29,102900005118817,Ping Mushroom,Solanum,0.575,,0.0,
2022-08-29,102900005115779,Muercai,Edible Mushroom,0.384,,0.0,
2022-08-28,106958851400125,Hongshujian (Bag),Capsicum,0.888,,0.0,
2022-08-29,102900005115762,Amaranth (Bag),Flower/Leaf Vegetables,0.658,,0.0,
2022-08-30,102900005115854,Yunnan Lettuces,Edible Mushroom,11.446,,0.0,
2022-08-30,102900005125808,Amaranth,Solanum,1.973,,0.0,
2022-08-30,102900011001806,Eggplant (2),Solanum,2.316,,0.0,
2022-08-30,106930274220092,Chinese Cabbage,Flower/Leaf Vegetables,1.064,,0.0,
2022-08-30,102900005116899,Changxianqie,Capsicum,2.012,,0.0,
2022-08-29,102900005125808,Green Line Pepper,Solanum,24.693,,0.0,
2022-08-30,102900011006689,Red Hot Peppers,Flower/Leaf Vegetables,26.000,,0.0,
2022-08-31,102900005115946,Spinach,Flower/Leaf Vegetables,1.405,,0.0,
2022-08-31,102900011000328,Bell Pepper (2),Flower/Leaf Vegetables,1.175,,0.0,
2022-08-31,102900005116509,Embroidered Aureus (Bag),Flower/Leaf Vegetables,10.854,,0.0,
2022-08-31,102900005115908,Needle Mushroom (Bag) (2),Flower/Leaf Vegetables,17.475,,0.0,
2022-08-31,102900051010790,Shanghai Green (Bag),Flower/Leaf Vegetables,0.330,,0.0,
2022-08-31,102900005116257,Luosi Pepper,Capsicum,1.996,,0.0,
2022-08-31,102900005116714,Yunnan Leaf Lettuce (Bag),Flower/Leaf Vegetables,3.503,,0.0,
2022-08-31,102900005125808,Ping Mushroom,Flower/Leaf Vegetables,1.221,,0.0,
2022-09-01,102900005125815,Hongshujian,Edible Mushroom,1.065,,0.0,
2022-09-02,102900005115854,Xiaoqingcai (Bag),Cabbage,28.723,,0.0,
2022-09-02,102900051010455,Zhuyecai (Bag),Capsicum,2.897,,0.0,
2022-09-02,102900005115960,Red Hot Peppers (Bag),Edible Mushroom,1.589,,0.0,
2022-09-02,102900005115946,Yunnan Lettuce (Bag),Capsicum,1.039,,0.0,
2022-09-02,102900011022030,Wuhu Green Pepper (1),Flower/Leaf Vegetables,0.724,,0.0,
2022-09-02,102900011012994,Zhuyecai,Capsicum,2.232,,0.0,
2022-09-02,102900051009336,Xiaoqingcai (Bag),Flower/Leaf Vegetables,1.505,,0.0,
2022-09-02,102900011016701,Haixian Mushroom (Bag) (3),Capsicum,0.974,,0.0,
2022-09-02,102900011006689,Red Hot Peppers,Flower/Leaf Vegetables,17.050,,0.0,
2022-09-01,106949711300068,Fruit Pepper (Bag),Flower/Leaf Vegetables,2.000,,0.0,
2022-09-02,102900005116226,Fruit Pepper (Bag),Edible Mushroom,0.136,,0.0,
2022-09-02,102900005119968,Fresh Edible Fungus (2),Capsicum,0.909,,0.0,
2022-09-03,102900005119975,Wuhu Green Pepper (1),Flower/Leaf Vegetables,4.599,,0.0,
2022-09-03,102900005116714,Hongshujian,Capsicum,13.587,,0.0,
2022-09-03,102900011009444,Xixia Black Mushroom (1),Solanum,2.249,,0.0,
2022-09-03,102900005115854,Spinach (Bag),Edible Mushroom,12.424,,0.0,
2022-09-03,102900005115908,Sophora Japonica,Capsicum,25.280,,0.0,
2022-09-03,102900011009970,Radish Leaves,Flower/Leaf Vegetables,6.712,,0.0,
2022-09-03,102900005115960,7 Colour Pepper (2),Flower/Leaf Vegetables,7.344,,0.0,
2022-09-03,102900005116509,Chinese Cabbage,Flower/Leaf Vegetables,4.660,,0.0,
2022-09-04,102900005118572,Suizhou Bubble Green,Edible Mushroom,34.000,,0.0,
2022-09-04,102900011002414,Green Line Pepper (Bag),Capsicum,46.249,,0.0,
2022-09-04,102900011009444,Eggplant (2),Capsicum,3.426,,0.0,
2022-09-04,102900005119098,Needle Mushroom (Bag) (2),Solanum,2.451,,0.0,
2022-09-04,106958851400125,High Melon (1),Flower/Leaf Vegetables,2.588,,0.0,
2022-09-05,102900005116714,Red Hot Peppers,Flower/Leaf Vegetables,0.100,,0.0,
2022-09-05,102900005115984,Luosi Pepper (Bag),Capsicum,1.363,,0.0,
2022-09-05,102900005115823,Jigu (2),Cabbage,5.150,,0.0,
2022-09-04,102900051010455,Xiaoqingcai (1),Flower/Leaf Vegetables,1.044,,0.0,
2022-09-05,102900011009444,Naibaicai,Edible Mushroom,7.022,,0.0,
2022-09-06,102900011012994,Yunnan Shengcai,Flower/Leaf Vegetables,9.010,,0.0,
2022-09-06,102900011012994,Green Line Pepper (Bag),Capsicum,0.596,,0.0,
2022-09-06,102900005118824,Fresh Edible Fungus (2),Aquatic Tuberous Vegetables,1.899,,0.0,
2022-09-06,102900005116714,Huangbaicai (2),Flower/Leaf Vegetables,7.100,,0.0,
2022-09-06,102900011006689,Yunnan Lettuces,Flower/Leaf Vegetables,0.880,,0.0,
2022-09-07,102900051010455,Changxianqie,Edible Mushroom,0.680,,0.0,
2022-09-07,102900005118817,Green Line Pepper,Flower/Leaf Vegetables,3.000,,0.0,
2022-09-07,102900011022030,Dongmenkou Xiaobaicai,Capsicum,0.341,,0.0,
2022-09-07,102900005115908,Huangbaicai (2),Capsicum,8.760,,0.0,
2022-09-07,102900005116226,Green Line Pepper,Capsicum,5.809,,0.0,
2022-09-07,102900011008164,Haixian Mushroom (Bag) (3),Capsicum,4.667,,0.0,
2022-09-07,102900011001806,Luosi Pepper,Flower/Leaf Vegetables,0.602,,0.0,
2022-09-07,102900051010790,Eggplant (2),Capsicum,1.161,,0.0,
2022-09-06,102900005119975,Haixian Mushroom (Bag) (3),Solanum,10.978,,0.0,
2022-09-08,106958851400125,Hua Eggplant,Capsicum,1.645,,0.0,
2022-09-08,102900005116509,Eggplant (2),Flower/Leaf Vegetables,0.066,,0.0,
2022-09-08,102900005115854,Foreign Garland Chrysanthemum ,Solanum,1.335,,0.0,
2022-09-08,102900005116233,Radish Leaves,Capsicum,19.761,,0.0,
2022-09-08,102900005125815,Xixia Mushroom (1),Flower/Leaf Vegetables,23.790,,0.0,
2022-09-07,102900005116837,Naibaicai,Solanum,5.215,,0.0,
2022-09-08,102900005119944,Needle Mushroom (Box),Capsicum,0.830,,0.0,
2022-09-09,102900005116226,The Crab Flavor Mushroom (1),Capsicum,9.572,,0.0,
2022-09-09,102900005115762,Amaranth,Flower/Leaf Vegetables,2.550,,0.0,
2022-09-09,102900051000463,Muercai,Edible Mushroom,1.928,,0.0,
2022-09-09,102900005115946,Yunnan Lettuces,Aquatic Tuberous Vegetables,7.879,,0.0,
2022-09-09,106958851400125,Shanghaiqing,Solanum,9.112,,0.0,
2022-09-09,102900011008164,Sophora Japonica,Flower/Leaf Vegetables,16.412,,0.0,
2022-09-09,102900011016701,Honghu Lotus Root,Capsicum,14.859,,0.0,
2022-09-10,102900005116899,Green Line Pepper,Flower/Leaf Vegetables,1.698,,0.0,
2022-09-09,102900005115168,Spinach,Edible Mushroom,0.629,,0.0,
2022-09-09,102900005118824,Naibaicai,Edible Mushroom,0.674,,0.0,
2022-09-10,102900051000463,Eggplant (2),Flower/Leaf Vegetables,2.438,,0.0,
2022-09-11,102900005116943,Chinese Cabbage,Flower/Leaf Vegetables,60.000,,0.0,
2022-09-11,102900005119975,Wuhu Green Pepper (1),Edible Mushroom,2.213,,0.0,
2022-09-11,102900005115908,Red Lotus Root Zone,Edible Mushroom,1.956,,0.0,
2022-09-11,102900005115793,Green Line Pepper,Solanum,3.141,,0.0,
2022-09-11,102900011006689,Net Lotus Root (1),Capsicum,31.065,,0.0,
2022-09-11,102900005119944,Honghu Lotus Root,Flower/Leaf Vegetables,0.568,,0.0,
2022-09-11,102900005115984,Naibaicai,Flower/Leaf Vegetables,8.828,,0.0,
2022-09-11,102900005116257,Yunnan Lettuces,Capsicum,1.091,,0.0,
2022-09-11,102900005116790,Honghu Lotus Root,Flower/Leaf Vegetables,3.187,,0.0,
2022-09-12,102900005116509,Eggplant (2),Flower/Leaf Vegetables,4.063,,0.0,
2022-09-12,102900005116899,Wuhu Green Pepper (1),Capsicum,9.161,,0.0,
2022-09-12,102900005116233,Shanghaiqing,Edible Mushroom,5.605,,0.0,
2022-09-12,102900005116899,Xixia Black Mushroom (1),Flower/Leaf Vegetables,0.873,,0.0,
2022-09-12,102900011016701,Changxianqie,Edible Mushroom,23.369,,0.0,
2022-09-13,102900011006689,Chinese Cabbage,Capsicum,12.836,-0.589,0.0,
2022-09-13,102900011009970,Xiaoqingcai (1),Flower/Leaf Vegetables,1.396,,0.0,
2022-09-13,102900005116547,Huangbaicai (2),Flower/Leaf Vegetables,2.551,,0.0,
2022-09-14,106958851400125,Green Line Pepper,Edible Mushroom,0.612,,0.0,
2022-09-14,102900005116226,Wuhu Green Pepper (1),Flower/Leaf Vegetables,8.915,,0.0,
2022-09-14,102900005115786,Broccoli,Cabbage,22.759,,0.0,
2022-09-14,102900005115779,Xixia Black Mushroom (1),Flower/Leaf Vegetables,1.919,,0.0,
2022-09-14,102900005115168,Muercai,Aquatic Tuberous Vegetables,4.000,,0.0,
2022-09-14,102900011008164,Honghu Lotus Root,Solanum,8.090,,0.0,
2022-09-14,102900051004294,Haixian Mushroom (Bag) (3),Edible Mushroom,4.000,,0.0,
2022-09-14,102900051004294,Round Eggplant (2),Edible Mushroom,1.000,,0.0,
2022-09-14,102900005116530,Broccoli,Flower/Leaf Vegetables,1.000,,0.0,
2022-09-14,102900005115908,Yunnan Lettuces,Flower/Leaf Vegetables,6.897,,0.0,
2022-09-15,102900011016701,Huangbaicai (2),Edible Mushroom,4.526,,0.0,
2022-09-15,102900011006689,Zhuyecai,Flower/Leaf Vegetables,0.402,,0.0,
2022-09-15,102900005116790,Chinese Cabbage,Flower/Leaf Vegetables,8.365,,0.0,
2022-09-15,102900005119944,Needle Mushroom (Box),Solanum,3.000,,0.0,
2022-09-15,102900005116837,Haixian Mushroom (Bag) (3),Cabbage,3.000,,0.0,
2022-09-14,106958851400125,Hongshujian,Edible Mushroom,5.545,,0.0,
2022-09-15,102900005116943,Green Line Pepper,Edible Mushroom,7.299,,0.0,
2022-09-16,102900005116257,Wuhu Green Pepper (1),Flower/Leaf Vegetables,4.000,,0.0,
2022-09-16,102900005115793,Naibaicai,Solanum,1.758,,0.0,
2022-09-16,102900051004294,Red Pepper (1),Flower/Leaf Vegetables,10.692,,0.0,
2022-09-16,102900011006689,Yunnan Lettuces,Edible Mushroom,17.403,,0.0,
2022-09-16,102900005125815,Luosi Pepper,Flower/Leaf Vegetables,31.000,,0.0,
2022-09-16,102900005115786,Yunnan Shengcai,Edible Mushroom,1.698,,0.0,
2022-09-16,102900051010455,Wuhu Green Pepper (1),Flower/Leaf Vegetables,14.500,,0.0,
2022-09-16,102900011030059,Naibaicai,Flower/Leaf Vegetables,7.000,,0.0,
2022-09-16,102900011030059,Xiaoqingcai (1),Cabbage,12.585,,0.0,
2022-09-16,102900011030110,Zhuyecai,Capsicum,11.000,,0.0,
2022-09-16,102900011032848,Hongshujian,Edible Mushroom,1.215,,0.0,
2022-09-17,102900011032213,Muercai,Flower/Leaf Vegetables,7.972,,0.0,
2022-09-17,102900005115946,Foreign Garland Chrysanthemum ,Aquatic Tuberous Vegetables,22.000,,0.0,
2022-09-17,102900005115625,Honghu Lotus Root,Flower/Leaf Vegetables,9.313,,0.0,
2022-09-17,102900011030134,Haixian Mushroom (Bag) (3),Flower/Leaf Vegetables,6.000,,0.0,
2022-09-17,102900011032343,Honghu Lotus Root,Edible Mushroom,7.459,,0.0,
2022-09-18,102900011032244,Green Eggplant (1),Capsicum,4.917,,0.0,
2022-09-18,102900005116530,Muercai,Solanum,0.714,,0.0,
2022-09-18,102900011030059,Amaranth,Capsicum,0.645,,0.0,
2022-09-18,102900011031100,Red Hot Peppers,Aquatic Tuberous Vegetables,2.158,,0.0,
2022-09-18,102900011032343,Round Eggplant (2),Flower/Leaf Vegetables,2.774,,0.0,
2022-09-18,102900011032619,Foreign Garland Chrysanthemum ,Flower/Leaf Vegetables,6.796,,0.0,
2022-09-18,102900011030912,Spinach,Edible Mushroom,3.409,,0.0,
2022-09-19,102900011032022,Wuhu Green Pepper (1),Flower/Leaf Vegetables,0.445,,0.0,
2022-09-19,102900011033944,Zhuyecai,Flower/Leaf Vegetables,2.425,,0.0,
2022-09-19,102900011007044,Hongshujian,Edible Mushroom,0.747,,0.0,
2022-09-19,102900011030097,Eggplant (2),Capsicum,0.939,,0.0,
2022-09-19,102900011034231,Luosi Pepper,Flower/Leaf Vegetables,5.225,,0.0,
2022-09-19,102900011032022,Huangbaicai (2),Capsicum,5.000,,0.0,
2022-09-20,102900011022849,Xianzongye,Edible Mushroom,2.000,,0.0,
2022-09-20,102900011033937,Honghu Lotus Root,Edible Mushroom,0.936,,0.0,
2022-09-20,102900005115946,Red Hot Peppers,Edible Mushroom,4.000,,0.0,
2022-09-20,102900011033920,High Melon (1),Solanum,25.826,,0.0,
2022-09-20,102900011032367,Xiaoqingcai (1),Flower/Leaf Vegetables,4.258,,0.0,
2022-09-20,102900011030134,Luosi Pepper,Flower/Leaf Vegetables,9.616,,0.0,
2022-09-20,102900011032367,Machixian,Aquatic Tuberous Vegetables,2.125,,0.0,
2022-09-21,102900011016701,Naibaicai,Capsicum,5.223,,0.0,
2022-09-21,102900005115779,Red Pepper (1),Capsicum,4.000,,0.0,
2022-09-21,102900011030912,Xiaoqingcai (1),Capsicum,1.859,,0.0,
2022-09-21,102900005115779,High Melon (1),Capsicum,10.140,,0.0,
2022-09-20,102900011032244,Chinese Cabbage,Flower/Leaf Vegetables,7.000,,0.0,
2022-09-21,102900011030929,Xianzongye,Capsicum,8.000,,0.0,
2022-09-22,102900005115779,Xiaoqingcai (1),Flower/Leaf Vegetables,0.575,,0.0,
2022-09-22,102900005116899,Naibaicai,Capsicum,4.000,,0.0,
2022-09-22,102900011016701,Luosi Pepper,Edible Mushroom,6.000,,0.0,
2022-09-22,102900011033944,Eggplant (2),Flower/Leaf Vegetables,9.527,,0.0,
2022-09-22,102900011033920,Green Eggplant (1),Cabbage,9.000,,0.0,
2022-09-22,102900011034439,Xianzongye (Bag) (1),Flower/Leaf Vegetables,3.514,,0.0,
2022-09-22,102900011032367,The White Mushroom (Bag),Capsicum,1.875,,0.0,
2022-09-23,102900011034026,Red Lotus Root Zone,Flower/Leaf Vegetables,9.000,,0.0,
2022-09-23,102900005115779,Xixia Black Mushroom (1),Edible Mushroom,1.000,,0.0,
2022-09-23,102900011030134,Agaricus Bisporus (Box),Flower/Leaf Vegetables,5.644,,0.0,
2022-09-23,102900011032022,Chinese Cabbage,Flower/Leaf Vegetables,2.653,,0.0,
2022-09-22,102900011031926,Green Line Pepper,Edible Mushroom,1.527,,0.0,
2022-09-24,102900011034439,Red Hot Peppers,Solanum,0.565,,0.0,
2022-09-24,102900011016701,Xianzongye (Bag) (1),Aquatic Tuberous Vegetables,14.000,,0.0,
2022-09-24,102900011022849,Zhuyecai,Edible Mushroom,5.452,,0.0,
2022-09-24,102900011034231,Chinese Cabbage,Flower/Leaf Vegetables,4.850,,0.0,
2022-09-24,102900011033944,Amaranth,Flower/Leaf Vegetables,1.000,,0.0,
2022-09-24,102900005115625,Agaricus Bisporus (Box),Flower/Leaf Vegetables,3.792,,0.0,
2022-09-24,102900011030912,Needle Mushroom (Box),Flower/Leaf Vegetables,3.160,,0.0,
2022-09-24,102900011030134,Xiaoqingcai (1),Flower/Leaf Vegetables,1.307,,0.0,
2022-09-25,102900011034231,Needle Mushroom (Box),Capsicum,2.000,,0.0,
2022-09-25,102900011033920,Zhuyecai,Capsicum,33.580,,0.0,
2022-09-25,102900011035764,Huangbaicai (2),Flower/Leaf Vegetables,7.210,,0.0,
2022-09-25,102900011032022,Green Line Pepper,Flower/Leaf Vegetables,3.997,,0.0,
2022-09-25,102900005115878,The White Mushroom (Bag),Capsicum,1.978,,0.0,
2022-09-24,102900011032244,Red Hot Peppers,Solanum,2.000,,0.0,
2022-09-25,102900011031100,Water Chestnut (Lingjiao),Edible Mushroom,2.000,,0.0,
2022-09-25,102900011033920,Amaranth,Flower/Leaf Vegetables,6.000,,0.0,
2022-09-25,102900011030097,Xiaoqingcai (1),Flower/Leaf Vegetables,0.092,,0.0,
2022-09-26,102900011035078,Haixian Mushroom (Bag) (3),Flower/Leaf Vegetables,48.800,,0.0,
2022-09-26,102900011030912,Spinach,Solanum,2.013,,0.0,
2022-09-26,102900011034224,Broccoli,Cabbage,18.676,,0.0,
2022-09-26,102900005116714,Net Lotus Root (1),Capsicum,67.539,,0.0,
2022-09-26,102900011033920,Green Line Pepper,Flower/Leaf Vegetables,13.000,,0.0,
2022-09-25,102900011032343,High Melon (1),Edible Mushroom,16.028,,0.0,
2022-09-26,102900011032732,Amaranth,Cabbage,41.259,,0.0,
2022-09-26,102900011032022,Changxianqie,Flower/Leaf Vegetables,4.301,,0.0,
2022-09-26,102900011035771,Muercai,Aquatic Tuberous Vegetables,1.916,,0.0,
2022-09-27,102900005115878,Shanghaiqing,Aquatic Tuberous Vegetables,36.117,,0.0,
2022-09-26,102900011022849,Water Chestnut (Lingjiao),Edible Mushroom,1.876,,0.0,
2022-09-27,102900011030059,Amaranth,Edible Mushroom,5.049,,0.0,
2022-09-28,102900005116530,Shanghaiqing,Flower/Leaf Vegetables,2.823,,0.0,
2022-09-28,102900011034224,Agaricus Bisporus (Box),Flower/Leaf Vegetables,1.000,,0.0,
2022-09-28,102900005118817,Hua Eggplant,Flower/Leaf Vegetables,1.146,,0.0,
2022-09-28,102900011031995,Green Line Pepper,Aquatic Tuberous Vegetables,1.762,,0.0,
2022-09-28,102900011034439,Agaricus Bisporus (Box),Edible Mushroom,3.000,,0.0,
2022-09-28,102900011033944,Round Eggplant (2),Edible Mushroom,13.000,,0.0,
2022-09-28,102900011030110,Wuhu Green Pepper (1),Capsicum,8.000,,0.0,
2022-09-29,102900011031100,Broccoli,Flower/Leaf Vegetables,4.638,,0.0,
2022-09-29,102900011032237,Red Hot Peppers,Flower/Leaf Vegetables,0.503,,0.0,
2022-09-29,102900011033906,Eggplant (2),Edible Mushroom,5.000,,0.0,
2022-09-29,102900011032367,Broccoli,Flower/Leaf Vegetables,0.625,,0.0,
2022-09-29,102900011032732,Zhuyecai,Capsicum,2.502,,0.0,
2022-09-30,102900011034231,Amaranth,Flower/Leaf Vegetables,10.000,,0.0,
2022-09-30,102900011034224,Muercai,Flower/Leaf Vegetables,5.000,,0.0,
2022-09-30,102900011035788,Green Line Pepper,Capsicum,2.000,,0.0,
2022-09-30,102900011031100,Green Eggplant (1),Capsicum,0.465,,0.0,
2022-09-30,102900011008522,Xiaoqingcai (1),Flower/Leaf Vegetables,3.379,,0.0,
2022-09-30,102900011035771,Foreign Garland Chrysanthemum ,Cabbage,2.257,,0.0,
2022-10-01,102900005116530,Shanghaiqing,Capsicum,5.000,,0.0,
2022-10-01,102900011033920,Huangbaicai (2),Capsicum,3.915,,0.0,
2022-10-01,102900005115878,Net Lotus Root (1),Edible Mushroom,39.166,,0.0,
2022-10-01,102900011034224,Hua Eggplant,Flower/Leaf Vegetables,10.000,,0.0,
2022-10-02,102900011030141,Yunnan Shengcai,Edible Mushroom,6.000,,0.0,
2022-10-02,102900011032848,Yunnan Lettuces,Flower/Leaf Vegetables,24.667,,0.0,
2022-10-02,102900011032213,Spinach,Capsicum,5.116,,0.0,
2022-10-02,102900005122654,High Melon (1),Aquatic Tuberous Vegetables,2.909,,0.0,
2022-10-02,102900011033906,Needle Mushroom (Box),Aquatic Tuberous Vegetables,2.440,,0.0,
2022-10-02,106949711300259,Muercai,Flower/Leaf Vegetables,2.300,,0.0,
2022-10-03,102900011031926,Red Hot Peppers,Flower/Leaf Vegetables,6.000,,0.0,
2022-10-03,102900011022849,Chinese Cabbage,Edible Mushroom,13.000,,0.0,
2022-10-03,102900005116714,Green Eggplant (1),Flower/Leaf Vegetables,1.000,,0.0,
2022-10-03,102900005115878,Water Chestnut (Lingjiao),Cabbage,14.527,,0.0,
2022-10-02,102900011035764,Huangbaicai (2),Flower/Leaf Vegetables,9.000,,0.0,
2022-10-02,102900011035788,Zhuyecai,Capsicum,10.000,,0.0,
2022-10-04,102900011031100,Eggplant (2),Edible Mushroom,2.000,,0.0,
2022-10-04,102900011032251,Xiaoqingcai (1),Aquatic Tuberous Vegetables,1.729,,0.0,
2022-10-04,102900011032848,Foreign Garland Chrysanthemum ,Flower/Leaf Vegetables,10.350,,0.0,
2022-10-03,102900011013274,Red Pepper (1),Capsicum,2.785,,0.0,
2022-10-04,102900011032343,Yunnan Lettuces,Flower/Leaf Vegetables,10.010,,0.0,
2022-10-05,102900011033920,Huangbaicai (2),Capsicum,8.000,,0.0,
2022-10-05,102900011032244,Green Eggplant (1),Edible Mushroom,5.000,,0.0,
2022-10-04,106949711300259,Eggplant (2),Cabbage,6.000,,0.0,
2022-10-05,102900011016701,Xixia Black Mushroom (1),Cabbage,1.454,,0.0,
2022-10-04,102900011022849,Haixian Mushroom (Bag) (3),Flower/Leaf Vegetables,7.000,,0.0,
2022-10-06,102900011030110,Round Eggplant (2),Aquatic Tuberous Vegetables,0.422,,0.0,
2021-05-17,102900011030141,Fruit Pepper (Bag),Edible Mushroom,2.893,,0.0,
2021-05-17,102900011031995,Agaricus Bisporus (Box),Edible Mushroom,11.582,,0.0,
2021-05-18,102900011022849,Round Eggplant (2),Capsicum,5.481,,0.0,
2021-05-18,102900005115878,The White Mushroom (Bag),Capsicum,0.719,,0.0,
